prime,length,reciprocal
7187,3593,0.00013914011409489355
7193,7192,0.00013902405116085083
7207,7206,0.00013875398917718884
7211,1030,0.00013867702121758425
7213,1803,0.00013863856924996534
7219,7218,0.00013852334118298935
7229,7228,0.00013833171946327292
7237,402,0.0001381788033715628
7243,3621,0.00013806433798149937
7247,7246,0.00013798813302056022
7253,74,0.00013787398317937404
7283,3641,0.0001373060551970342
7297,2432,0.00013704262025489926
7307,3653,0.0001368550704803613
7309,7308,0.00013681762210972773
7321,3660,0.00013659336156262805
7331,1466,0.00013640703860319192
7333,611,0.00013636983499249966
7349,7348,0.00013607293509320997
7351,1225,0.00013603591348115902
7369,1842,0.00013570362328674176
7393,7392,0.00013526308670363857
7411,7410,0.00013493455673998112
7417,2472,0.00013482540110556829
7433,7432,0.0001345351809498184
7451,7450,0.00013421017313112335
7457,7456,0.00013410218586562962
7459,7458,0.0001340662287169862
7477,3738,0.00013374348000534973
7481,748,0.0001336719689881032
7487,7486,0.00013356484573260317
7489,1872,0.00013352917612498332
7499,7498,0.00013335111348179759
7507,3753,0.0001332090049287332
7517,3758,0.00013303179459890914
7523,3761,0.00013292569453675395
7529,1882,0.00013281976358082084
7537,2512,0.00013267878466233248
7541,7540,0.00013260840737302744
7547,3773,0.00013250298131707962
7549,2516,0.00013246787653993907
7559,3779,0.00013229263130043657
7561,1890,0.00013225763787858748
7573,631,0.00013204806549584047
7577,7576,0.00013197835554968986
7583,7582,0.00013187392852433074
7589,1084,0.00013176966662274345
7591,3795,0.00013173494928204451
7603,1267,0.00013152702880441932
7607,7606,0.00013145786775338504
7621,508,0.0001312163758037003
7639,3819,0.00013090718680455556
7643,3821,0.00013083867591259977
7649,1912,0.00013073604392731077
7669,284,0.00013039509714434736
7673,7672,0.00013032712107389547
7681,1920,0.0001301913813305559
7687,7686,0.00013008976193573565
7691,7690,0.0001300221037576388
7699,7698,0.000129886998311469
7703,7702,0.00012981955082435416
7717,1929,0.0001295840352468576
7723,1287,0.00012948336138806163
7727,7726,0.00012941633234114146
7741,860,0.0001291822761917065
7753,7752,0.00012898232942086933
7757,1939,0.000128915817970865
7759,3879,0.0001288825879623663
7789,2596,0.00012838618564642445
7793,7792,0.00012832028743744385
7817,7816,0.0001279263144428809
7823,7822,0.0001278281989006775
7829,7828,0.00012773023374632777
7841,56,0.00012753475322025253
7853,3926,0.00012733987011333248
7867,3933,0.00012711325791280032
7873,7872,0.00012701638511367967
7877,3938,0.00012695188523549576
7879,3939,0.00012691965985531158
7883,3941,0.00012685525815045033
7901,7900,0.00012656625743576763
7907,3953,0.0001264702162640698
7919,3959,0.00012627857052658164
